646	7532	9738	1256	7700
5371	9826	9798	8273	8001
1498	2589	6495	7630	8796
130	441	7951	7837	8087
7901	1679	1396	239	9935
1937	5691	6214	5723	5904
2288	9478	3149	3225	3778
1407	5236	4645	1785	5595
8334	2977	808	6874	6680
8303	9440	2451	616	1020
7188	7625	97	705	7850
6807	3468	2558	9974	4591
8894	677	1086	484	2816
3070	9920	7511	1260	1076
2953	3780	6920	3232	1338
8804	5277	9379	7449	7828
7505	48	3969	8788	597
8392	2242	8039	6672	5085
8152	8281	4174	8143	6241
6264	6179	1501	8007	694
5677	3751	8142	7251	9293
2726	5031	6411	3504	9610
576	4615	9973	9014	3397
7710	9174	5849	8924	2514
9891	1274	3679	6573	3366
7615	156	162	3744	4616
5409	2199	9949	7059	5152
5466	3710	979	2657	5887
8784	9572	2912	7378	6012
66	8656	3688	1613	4062
9480	1722	8376	1581	960
9958	1989	39	6183	1905
5464	2283	4935	3149	6224
9894	5011	6398	4010	5994
9290	3614	3599	4148	2907
4393	4157	8856	6034	3098

877	9065	2653	3615	5437
7740	1216	7876	8087	6695
4861	4558	5297	7102	8020
6443	8816	6925	9674	1346
3040	5216	9003	2214	4511
3184	1894	9445	37	2509
5918	689	9186	2046	6770
2543	5427	5692	4215	3232
3917	8346	5072	1693	1849
7275	6711	7441	6458	9767
8126	7275	4369	8310	1454
4804	6989	7403	9439	1370
2640	8558	9061	5314	7167
8704	7032	6780	5482	2751
9579	812	3336	6982	8361
5519	2540	7315	1462	2563
1939	1614	2652	7438	6992
8560	992	7160	9573	2244
8047	1541	3361	7971	5020
8130	6052	8144	7564	1806
5631	6502	9509	6982	379
8416	6046	7792	610	5199
9279	4540	23	1851	1092
7864	9801	5790	4743	5050
8586	5781	2072	7139	5662
5470	4156	5922	9405	3175
2603	8063	3883	5730	3502
187	4240	3619	2606	5712
9966	669	7991	2965	9044
2669	969	3192	340	592
3869	3525	9319	8609	1041
6774	1247	1466	7457	5445
653	3375	5035	9387	3717
6471	4079	1147	1376	9102
9986	1072	2065	6343	4076
9941	2167	5760	2202	8837
4948	9137	7336	7617	617
86	4359	3635	5628	8654
4392	9225	6334	365	465
2075	8242	6460	17	5168
331	2897	612	226	6395
9291	8070	779	900	9005
9018	530	555	7305	4648
7063	8703	5764	6276	5328
2645	975	6330	6289	8321
5679	1161	2755	2086	4416
2421	3540	8085	7557	3098
1631	7732	5467	9254	3800
37	31	8424	3944	6329
2178	1845	3143	928	4197
794	5106	9339	1574	9130
3218	309	5536	1570	9967
9123	400	6871	6309	9009
5549	6094	3499	6556	8111
9566	3818	4518	4688	701
5660	5127	6398	5430	5578
5191	1222	9795	9285	9323
7470	4418	841	8948	1213
8072	739	8714	2765	5961
24	8562	4340	758	1102
6497	8471	1625	6795	8728
6614	3554	5239	34	8452
8055	249	9355	1635	2209
6612	7711	989	3626	85
5879	5301	1649	8624	1215
4327	3415	5450	1417	8959
2304	656	5096	7685	9993
3157	5444	2640	670	710
7568	4506	2218	429	570
8715	7936	6747	7181	5668
5871	9006	5486	5403	182
1721	2107	5234	5436	9663
4269	3604	1521	1695	2293
3627	335	3262	4960	8606
8356	3897	6945	6110	7477
9561	9582	3129	2509	3904
4703	2385	4454	3756	1095
400	1731	1905	9207	3139
3343	2270	443	1464	4702
2580	7915	3268	2760	9875
18	3368	384	8810	9526
3040	921	941	4353	6331
7360	8905	5685	8130	5145
5433	8615	9913	7590	4532
3251	1708	3262	515	8252
6435	1262	8536	7955	2091
1628	2037	4050	7408	5934
5150	6225	8604	6970	3669
5838	8288	436	9411	2522
4134	5028	7044	1249	5572
9653	9722	5379	5903	2626
1747	6929	2369	2160	1946
230	8279	6410	5971	26
6712	8130	6612	504	6459
5093	2824	3244	9102	8920
1727	4007	1784	963	1748
6234	5859	1286	8616	2981
8178	1103	7652	642	5581
963	4351	4755	6143	4433
6529	3733	2158	7112	2734
7905	7090	1894	6828	613
8906	8993	1885	2240	8397
9289	350	2458	1694	9235
8503	8676	2185	3326	6988
8603	7534	8189	9913	2967
9317	3601	5993	5682	5285
8109	1032	1720	5512	5493
1019	2594	3384	8892	4923
8025	8451	9153	4986	34
7959	3084	9856	4457	6976
94	6498	7590	8797	569
1676	5748	8832	1324	5228
328	203	9350	6870	8170
145	5148	2131	5373	1969
4476	83	7926	954	4008
1581	8966	4403	8287	8752
8991	2329	1092	2751	172
7876	8573	171	112	9836
3842	8732	5058	8989	2252
2635	9741	6175	2677	3707
2185	9233	2279	6369	1018
6899	464	4118	4167	1837
8964	1442	3427	6692	3393
1655	9368	9361	7296	7747
9734	7980	7342	3147	1405
5033	4357	9541	1532	1966
8216	7526	9294	3071	807
7810	3013	9559	4943	6004
462	6766	9111	7199	1292
8432	4862	1983	688	2983
6092	8280	8399	622	1386
3636	7266	6946	7782	3853
746	1379	7261	4996	4635
9430	9024	5226	5652	1737
6378	5686	4454	2392	6285
190	2903	848	3108	9701
6241	7781	5663	5350	2092
5161	6208	7728	5882	9008
2860	6218	8379	341	4351
1715	2420	9948	8028	8276
3345	3429	5395	6576	1933
1385	8859	2915	2863	9133
8929	3390	7627	7020	2509
3231	4731	7640	7363	7808
1033	1069	6279	4769	1263
8021	207	4046	8209	6909
5080	7776	1285	5927	6118
6491	9387	6446	5510	827
6524	9638	9113	1521	6487
4736	6544	3665	516	3914
7389	3787	4677	7981	5669
2614	6999	7946	4186	7424
9133	8823	8673	9286	6239
9704	6126	1490	1361	9868
3284	581	3601	6048	4060
3136	3242	601	3513	3943
5154	9891	2499	9941	3874
6861	8023	8684	2445	3591
3976	3325	7494	8253	9367
19	2663	4307	2827	955
3901	9765	5150	5947	5434
5408	8175	5484	9804	8093
3062	5405	8662	7504	6636
9090	2772	5586	6360	9722
1328	2153	3335	3254	7902
545	2164	6840	3212	1846
3591	7409	5898	1704	9671
1072	5284	5411	5850	2951
8115	6742	4881	5445	852
2676	9863	5429	1576	4601
7517	7003	3067	3566	4974
6246	6137	9807	3868	9983
663	5936	5528	4552	9295
7227	3122	9592	990	6478
2987	6929	7849	4194	8566
8838	6766	1068	6139	2152
3091	8273	7710	5571	9602
3851	8626	6834	8951	6154
6800	5391	6941	6565	3257
342	2743	7407	2128	639
1168	9420	6364	1753	3196
9419	7865	7974	5760	4796
7139	7004	5594	35	1381
8618	9646	2579	4647	7578
5005	3566	941	8172	8426
8611	7207	4342	7589	4246
4784	6433	9636	6254	617
8863	9878	9008	2117	516
4153	902	8733	2581	5230
7753	9406	8591	855	8190
8212	5650	2784	4797	5122
1723	7569	7191	4162	3934
3139	327	4583	1870	9367
4829	3925	6957	4638	2227
6692	5264	7021	5707	8522
4487	8128	841	9778	2103
2012	8724	8753	4376	9036
6297	157	5193	834	9897
7472	8004	5538	5320	7889
3563	9808	8661	1828	9362
4819	8735	4840	7178	3396
6659	1336	3390	7157	8571
2103	8467	6678	5090	3912
3615	3886	7253	8456	3001
3525	3933	2208	5565	4948
4996	8520	3882	8145	9110
5411	4668	8819	1657	7180
1951	2145	9574	792	5932
7855	3038	9877	3422	8656
8406	4463	9962	6010	3996
9544	5587	4097	5898	802
8725	7053	1772	8942	1802
4692	1316	7763	3163	7547
9138	7230	7355	364	3804
3154	9050	1803	3514	1365
9774	881	5311	9466	2749
1162	8531	2435	1493	3913
3444	586	4345	7199	9254
6796	4345	9610	4605	7425
5677	3685	7713	8873	1053
8332	862	4290	8690	4962
9655	102	9076	5090	9392
4159	3071	9834	7114	3881
5438	8992	2760	431	8545
2528	3704	8555	1357	4693
5916	1243	945	9996	6114
8902	7546	7413	2552	4573
4567	4701	7873	9799	6213
2693	2139	4475	7436	2142
6002	7054	7045	6581	6827
3230	4490	8373	175	6631
7565	1044	580	601	9252
2831	6454	4859	4072	9315
3451	6187	2045	9489	730
650	1218	5610	8842	1642
6679	5235	48	4268	1749
21	7516	4862	6509	7462
3397	5631	5497	8192	8149
3886	497	3965	4275	5797
9022	6780	6775	900	9933
5215	9472	1928	6465	4122
4635	567	6740	5397	3508
7943	9133	5755	9637	5579
8627	6938	1788	5040	2853
9129	5291	1132	180	4420
6932	6936	9343	5070	9776
3911	2082	4716	1857	5816
1832	1427	9518	9145	7746
3631	4199	8828	287	3201
8379	7899	8686	1473	4060
5276	6668	7434	7313	3560
8968	7713	268	3264	4475
493	9798	6818	8033	9920
1931	1336	617	3461	698
7496	2369	7018	6886	6495
1541	8406	4449	5984	4771
552	2402	2588	8443	6062
6647	8744	5374	6093	2963
9326	4742	878	2448	7602
102	376	9318	7105	9668
7817	8595	3767	7168	5789
9692	3564	2316	3573	4768
750	8265	8485	8874	2426
6929	6204	8864	5474	4709
1517	5084	2848	2134	6832
7433	2519	1511	4046	1974
9251	29	210	1996	7972
9166	663	4819	9294	2498
569	5194	537	2908	8183
8742	1540	6433	5167	4079
9465	8623	18	7933	597
1445	9427	6192	4477	5353
5904	9277	2403	9642	8670
7313	4286	3656	4345	7629
3424	1395	866	2512	2718
3805	65	4058	8431	7476
3756	8354	582	3502	9924
6989	1376	3716	198	6882
7648	3037	883	7656	4720
2426	5880	7564	6306	9909
6769	7419	9169	7388	6584
6429	1924	6135	7319	7368
4794	6840	282	8208	8332
3184	1027	2839	1041	510
9030	6823	8399	2032	6150
830	7841	8968	5828	1429
6732	3085	6765	5989	182
9431	7540	3373	1323	2555
5135	3601	4608	608	1342
5034	3826	9757	2229	7838
1742	4936	4985	3673	2068
6728	1969	2730	3577	7120
1031	1729	727	8166	5854
2338	2062	5563	7072	2643
8704	4424	9573	6242	3273
61	7232	9475	2929	9132
897	8524	3809	3644	7222
1001	8998	7471	9469	1633
5998	7016	4295	3597	4023
758	6501	1630	1686	4421
6600	1878	4540	4707	2179
5649	9562	9396	3724	2054
4928	7724	705	1980	9280
345	4223	6667	1288	4676
8820	7186	5992	4383	3229
279	5632	3864	393	9449
4012	4160	8274	5762	4567
1177	3849	3632	5187	1387
2952	4686	1948	5988	1674
7480	2878	5360	1512	1749
3393	5743	9405	3184	1694
8314	6785	2743	8944	9702
7467	708	3744	9831	5490
6390	5728	7234	7634	454
2286	1686	4789	7443	2576
2620	1496	6645	5860	7358
3340	3121	6415	8208	5091
3467	1858	6796	8132	6199
5492	1321	1220	4369	8864
8038	5311	4635	3737	8800
629	474	8037	6715	9492
8113	1795	2855	613	5138
7834	4245	6137	2011	4878
474	6054	7207	4090	2417
8117	2864	6580	5200	1740
4759	1681	7662	436	5895
6604	6067	5812	6827	3913
6805	1465	2614	8634	4146
4660	7450	5590	8157	5037
3436	7772	8278	562	9178
3890	8855	5146	8301	7554
610	4265	7700	3121	9258
9271	8310	6360	956	7707
1806	9132	4207	9778	8491
9183	8289	2617	8953	5681
4248	8590	5652	1170	5997
2298	8269	1651	5084	4852
8073	3872	2906	9147	3412
1748	3050	6215	7903	3081
7442	3248	4348	1635	6770
2621	9624	1308	2767	2814
4777	8857	3410	4645	4331
1911	2021	1689	4365	573
5171	4061	2313	388	7126
4739	817	3574	9295	8555
3659	8397	799	2274	9024
6740	3680	8615	5934	9091
2821	3630	4263	3445	8114
8060	2474	8242	5049	6510
2732	9885	5839	5699	111
1738	7745	2173	5339	4925
9250	7084	814	1881	8796
5700	6624	2051	8878	1459
651	1945	201	9888	8498
5567	1751	8107	4581	3375
6260	4186	6610	436	3230
4019	1700	5717	8127	1097
80	1667	7856	2709	2806
2154	8053	9627	6357	4238
8907	9670	8755	6322	4475
8691	9790	9925	8704	5970
5215	2482	6345	9057	7448
1839	8872	4231	242	395
3354	114	9072	5232	7300
8581	8043	2880	462	330
7122	5256	6033	8252	3406
6302	4861	8902	5505	5661
48	6752	2352	6633	7269
6118	5282	1333	8388	9231
6561	3330	5908	7175	2533
2769	7616	5907	3636	3744
7888	7786	3476	6433	7976
1377	6818	207	9979	1033
6238	153	256	3330	8345
1163	9948	8316	475	5002
4217	8483	3785	2839	9686
7127	9159	5927	8610	6361
623	2425	5426	4963	5716
1289	8112	8738	7073	3160
2293	3865	9802	4317	9984
620	3050	4309	6227	3250
1293	5421	5380	1092	1301
8988	458	3521	5468	1126
2880	9703	4707	9491	5372
4041	2605	7610	1888	5230
6006	1909	8197	5928	8350
4859	694	6473	5786	597
1963	7562	1859	4189	84
3695	3737	8325	9912	226
752	6846	503	3596	293
8762	3549	9829	7562	7434
5504	7525	9046	8274	7617
6092	8411	1374	8378	3566
7651	7900	8007	6791	1844
3979	2586	5140	6008	2818
3350	4140	8250	4299	511
2771	7960	6146	1847	7786
7831	7431	3842	1582	8245
1703	5680	8156	3676	6187
1507	48	3965	6833	2179
5517	4290	6087	9361	2478
5663	6084	4298	7605	5092
690	2313	9679	6141	389
1455	8053	7400	1772	141
5164	4230	5410	7064	8860
7047	1869	620	4356	3387
9711	9265	6962	2596	827
4020	8886	5644	2211	7348
4497	8993	9152	9359	4067
837	1794	101	6754	8510
9325	4574	7439	4950	2607
2645	7731	8689	360	7140
1871	4883	7482	801	8386
511	1944	715	325	9764
9064	4120	8952	3168	7378
9170	8471	3911	5416	7212
6549	458	3540	8826	5546
4914	4861	734	8890	7310
1360	6476	7124	5925	7149
2379	9829	1279	9100	7660
8114	4982	3973	6456	8922
1069	9993	2163	9747	2857
8909	5470	4183	4333	2401
878	9212	6014	1742	4627
4416	5879	9076	1715	2324
4506	259	4570	1195	6545
9689	4220	6075	6792	4810
2477	407	8477	3489	9521
8928	622	8290	353	6021
9036	3087	2887	2682	4107
4795	7549	2936	1318	1041
5398	1024	6500	7244	6370
3976	5106	7180	8474	6689
3454	6221	5013	4429	2590
7949	1021	5841	4576	4431
795	7541	6230	3033	4907
1525	4981	4085	6666	6012
7122	6697	512	2573	8174
171	1026	9842	1943	6107
1941	2856	2958	6227	2723
4346	462	6807	131	5899
6097	3720	3325	5308	5427
4958	6130	4836	7756	1100
3451	7827	2739	8405	8231
8803	3045	8053	8305	3115
8911	5104	5524	4933	3717
4606	724	8041	342	7164
7586	5426	6394	2124	9080
7897	7694	7304	2725	8529
2532	536	4934	9177	7916
6692	5758	914	966	9326
8237	5564	6880	5892	9761
3693	6938	1981	7547	3600
8379	8097	1986	1932	6893
6248	2937	6159	3208	9399
3482	3629	1415	8747	3035
6166	821	7942	6803	4430
2314	7838	1636	4830	9898
4960	6777	6469	7775	4040
3249	7650	7293	2726	9677
1051	4765	929	2999	9330
44	2706	9123	8010	9336
2024	5786	3648	4171	9624
5679	976	8946	7649	6650
4783	8959	8281	6173	4827
5268	4400	521	1356	9585
8734	6277	4512	6781	6151
7350	148	36	6864	5961
4460	2837	9752	2444	2471
4138	7799	625	3794	1428
3039	3680	2288	2806	4142
9656	2655	1872	2209	9730
2763	8507	5460	6490	652
7353	6274	619	7052	41
2217	5003	2635	9893	3609
5943	7190	6364	1328	8143
7174	6406	4524	6725	695
7584	5529	9865	5959	6782
1519	5638	7908	5020	3089
6772	807	4962	3404	655
4769	6515	5082	4799	4931
1267	2190	5194	3494	5144
5810	3397	5326	4131	1407
5958	3746	3071	4090	7959
2571	7385	8083	615	8327
552	977	2769	1463	6054
8154	3937	2926	5850	7076
6484	4069	7410	1178	8770
5616	5634	6925	8248	5353
3829	9625	7487	7165	8599
3537	1493	4118	5671	8349
8384	5080	8985	358	2152
6303	443	2051	9763	4606
597	9911	5845	7185	2570
6508	3283	4118	8842	7642
7943	1247	9039	19	3541
8683	8105	8834	7702	7235
777	8446	8096	3912	8321
5658	9112	949	4331	9762
8216	5894	9960	2564	8535
2491	3415	5470	4775	7860
6299	7997	1249	8278	6642
2296	3361	2883	7873	3332
3630	9877	1368	5769	4102
6857	6742	934	6283	259
1892	2076	8337	707	854
1759	6064	1384	1576	9267
289	7017	8694	4624	2997
4308	2070	9999	1070	4596
317	9809	3360	1369	284
9627	8333	2812	68	6343
5027	8212	8101	7862	3004
3712	9856	7536	4439	6598
2649	2637	8404	3022	6956
7066	8167	7718	1707	9525
4770	337	7181	4048	2377
6257	6069	9595	3563	1411
9039	2494	4773	9642	8482
8104	8134	9254	1501	8269
5035	4711	2042	3271	1700
9562	49	1928	5645	893
853	6840	8728	2190	3296
7853	5425	6226	40	3624
4244	4613	7441	8382	6572
404	7535	6021	5662	4400
6860	7597	7152	2272	3053
2763	4704	7064	7344	6669
1739	374	9807	6508	8149
2181	9274	1776	3294	5708
3519	7128	2629	5225	1210
9047	6746	6367	494	4527
4537	1819	1241	9580	4106
7614	5738	46	7948	9273
8126	1790	7921	8758	214
4480	8960	2992	7213	3786
5138	8386	3120	9705	6491
4342	7635	8411	8472	35
3984	2708	6709	3517	8407
754	4492	151	3931	4719
4500	6333	3327	397	478
5142	6131	8084	577	8850
944	9589	5078	210	7779
4522	8467	4854	9449	9543
2228	2779	6309	5248	6288
6806	3410	3750	5903	7420
8320	6048	346	4198	1094
3410	3548	3125	7759	9795
1000	7938	956	2977	8228
6710	8865	2006	4513	1278
3216	4138	7793	1778	1519
3650	5929	5	4601	5308
9100	2568	6764	7509	3061
2113	2499	6367	9477	2352
1830	8763	431	4778	4242
5424	9380	8639	2655	982
564	9075	8324	9201	2201
710	593	7054	1545	6283
9556	3329	4983	8201	2312
602	99	3152	1163	2079
4783	5865	1963	5067	5273
3899	2682	7850	9115	7515
527	7604	3280	7175	3856
1652	9965	1075	5044	2530
6140	8424	6228	1045	8831
2318	5236	7424	2257	9193
1473	2477	2130	9757	1350
8001	9453	6362	4659	7339
2983	3808	5643	8552	9282
9898	362	8440	534	2914
3913	8072	8233	8437	2009
9769	6886	4847	2665	2530
3198	3680	9906	1102	4061
5173	6017	9241	2725	2058
9204	6759	9127	9700	1767
585	5717	2296	6184	3326
1336	1185	2073	6393	1560
9207	8600	6323	9329	5652
4416	7831	9257	8005	6761
1253	6242	1310	3311	4
4001	259	4751	5359	1833
3664	6045	9727	725	7307
3907	2314	7386	4702	1686
173	5785	9343	4755	4653
5292	7816	8293	221	8503
3157	2719	6271	6975	462
8410	1931	770	4810	9233
4034	4242	9669	59	4498
4395	9340	6273	4579	1540
906	2494	1798	6991	6674
5339	1699	1805	7776	3124
4244	5684	305	1008	8991
7895	2042	5768	2712	1802
8535	1300	689	6000	2724
4493	4997	6259	9199	9205
5238	7172	9221	1601	6302
6349	745	4385	8195	1044
5679	273	9514	3620	6352
5117	2400	3766	2791	8381
7771	1803	2072	6216	467
4998	3145	430	8568	5143
8044	7318	5929	3783	1659
1837	2251	7976	1877	5478
4087	9628	2537	3760	8352
6078	4397	2730	2587	5081
4881	8374	1129	6907	8202
5947	8336	7056	417	9118
3988	3449	6966	2634	2889
6997	9832	8758	4101	6970
6637	1481	7642	6618	3013
7409	4646	1247	30	902
5531	8738	2697	9092	6453
1976	849	3726	7348	1347
962	4228	8619	8631	3429
8485	4154	2581	2546	6216
7096	1509	4888	4195	2810
3828	137	2336	3471	2261
8916	8329	2069	1125	6800
502	4945	7878	156	6536
491	8927	6027	119	2671
6821	1376	9139	2114	5120
7790	5941	8042	2619	4207
4559	1823	3319	4478	6821
1508	9883	372	9833	8390
6997	8025	3278	5941	7215
1194	1928	5873	5632	8272
3941	8396	8139	7552	6412
5982	2438	1805	8543	7396
8864	1649	9752	6792	4480
8767	900	1966	3223	8695
4989	7960	7652	9173	2125
8936	6923	8304	3615	7109
3799	1164	2890	4735	2177
3506	8817	6949	7659	278
9067	3227	2714	5131	1096
9218	1956	820	2175	1550
2014	5802	43	9233	4560
1892	8380	1779	3118	5893
7645	1594	6800	7208	6598
8726	7823	5686	6894	3013
1090	582	7933	5369	2832
1096	4344	3865	5536	3173
4537	861	8679	9067	1797
321	409	1019	795	8648
2040	514	7139	6100	4161
5815	8603	2917	9991	2561
1890	5226	2469	3398	5309
5347	7214	8905	5133	3374
1628	4395	2224	2406	6093
5925	8345	2955	2507	6319
3387	6819	3997	3245	1305
4978	8704	572	9726	3189
6118	5862	7854	8231	2294
9582	1643	3642	243	4771
8083	9364	9188	4251	7455
6230	7147	2899	3909	929
5894	7333	8879	9665	5332
3883	7321	3292	3212	4504
5555	6203	504	956	5065
2934	8795	5520	5928	972
7707	1096	6326	5648	9336
3340	5647	3089	9302	7661
8043	8332	533	840	1667
4008	8139	4068	5865	1622
3879	3650	9896	2908	614
7272	7713	4481	2679	6047
2701	9419	8658	1421	4795
8168	5002	7080	7057	1955
2123	1329	7750	664	1106
8588	1070	1317	4282	6548
2551	9533	2234	1974	4765
8421	2870	4110	5550	36
6907	303	1410	7887	1812
2860	6906	5668	3546	1503
2265	1119	6178	3671	3277
995	2088	7114	12	1195
6540	2397	9897	7659	1096
2526	7892	5640	1257	7929
9678	539	9401	1710	3941
2901	3058	5964	8751	8934
2841	9191	4362	6719	7182
3588	4976	2650	3752	4914
4327	4801	3587	2464	6581
8234	9448	9882	9943	4054
7471	7077	9126	7471	1770
7544	4812	3298	4074	8060
8251	23	6299	1103	2822
849	4846	8042	4116	2261
4418	9647	7725	3947	4495
3541	7264	2357	3506	5892
3572	7636	3515	6456	1819
5800	1080	6581	7801	4670
2512	379	5044	7334	2205
1628	5428	1936	5724	7408
9034	2026	9952	2217	7325
8900	6389	2489	7760	8362
3160	5370	9314	3123	2538
8374	5011	1524	10	3004
2519	5415	5157	4962	99
1727	3783	9959	1756	1422
4253	9720	3568	8525	6117
2641	5008	6107	3080	5132
5249	6921	3053	5195	8083
3249	7778	5134	983	2177
9993	9594	1245	4530	6572
6173	6194	3740	106	297
2057	1942	1174	6443	7055
8931	6090	9000	1754	3890
3041	2910	3444	8710	7059
1321	5106	8681	5174	149
3947	6204	6407	618	3184
3782	7573	1251	8557	4191
7824	1571	6374	5633	1995
2584	462	7678	2100	5602
6962	3066	990	3011	9673
9821	3365	1948	4218	4091
7852	326	1388	2073	8433
6210	3947	4663	6851	1133
5346	5595	8067	9808	968
9366	5876	4670	7401	4139
6473	5217	7852	7969	4522
2521	549	6438	9182	1042
15	3954	6577	2605	5255
1574	6950	3000	9425	9600
3322	2743	6695	9840	7604
3210	3449	657	3104	8523
6746	1647	8867	6421	4069
6938	7688	4529	9028	843
9126	681	7136	699	3089
6723	5979	3629	41	9578
2197	6263	5187	9844	3819
995	3291	2191	9474	5691
3031	8950	4465	4602	5899
3914	7155	9103	5250	2831
7568	284	9987	9144	1606
4178	93	4720	6514	7818
4252	5452	3897	5546	6732
6600	6966	2168	2237	1107
2451	8425	5975	3245	5314
8040	3517	8044	6840	7056
6837	8107	1970	9253	7150
5037	776	1273	9895	140
1774	9416	7463	5241	5385
4846	2364	5893	6103	4604
764	9339	8886	7423	4955
9058	3780	6568	1009	9064
5848	5298	8053	4922	4006
2618	2327	9791	3582	9962
6209	6756	6745	3029	8153
6086	6832	948	6804	5006
6501	5158	3078	8620	6986
1379	3741	5765	8582	4714
7869	1626	6720	4498	1928
3687	8319	1919	7634	4200
6643	8048	4970	549	1588
3066	8763	3782	6472	6483
3672	7399	4426	523	8750
9052	4796	2282	5091	1334
7418	5946	2954	9064	7195
402	9926	730	6363	8990
2854	2441	2200	5229	5835
9618	5740	4171	3858	2878
8639	9957	8185	5379	2181
722	9395	134	4059	1639
2356	7493	3408	549	2168
2747	7504	4917	2528	5643
2621	4478	6351	4819	3675
1990	4934	7992	198	5482
3522	4933	6525	7198	4314
1630	6682	2068	8478	1074
5107	5942	7864	1127	455
2301	5510	6726	9190	8696
2437	801	7213	8788	8631
1207	9353	9125	5714	5166
4215	2319	3845	2658	5108
241	9342	7823	4248	3357
6375	2601	1837	7606	7049
9891	5591	2420	5705	4639
6165	8449	7542	5184	3952
2633	1552	8244	5214	6884
7610	3087	9057	3886	8095
973	1021	7069	8355	5126
3780	17	8273	2713	1639
5537	5139	6819	4456	320
3364	5205	9141	5536	1930
8603	4767	4216	2886	4288
4450	5925	4145	6770	7399
6520	9040	5489	5411	5082
4436	696	989	9684	1685
4819	6904	6246	9685	373
4330	8039	4036	7729	2797
5233	9440	3159	122	3411
4622	9524	2569	5610	8460
4968	2506	8222	48	9047
3081	1908	3109	7908	626
9463	9612	8267	5399	4357
1189	5340	7648	6888	8915
3731	4818	1839	6285	1309
5461	6289	466	6662	9427
5082	53	2528	2014	5853
2143	9842	452	1349	3523
7763	1238	9521	4787	3057
